ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0046649	lymphocyte activation	507	0.382546656504363	1.56911922939585	1.82220073847147e-05	0.00425004345922965	0.00389829814493496	1376	tags=17%, list=11%, signal=16%	ENSG00000203747/ENSG00000167851/ENSG00000104972/ENSG00000143842/ENSG00000180644/ENSG00000114013/ENSG00000198846/ENSG00000122223/ENSG00000000938/ENSG00000130775/ENSG00000181847/ENSG00000171522/ENSG00000254087/ENSG00000135046/ENSG00000171867/ENSG00000167775/ENSG00000150093/ENSG00000111913/ENSG00000020633/ENSG00000105374/ENSG00000135077/ENSG00000112130/ENSG00000177628/ENSG00000102034/ENSG00000189430/ENSG00000117091/ENSG00000057657/ENSG00000030110/ENSG00000011600/ENSG00000089041/ENSG00000140691/ENSG00000204520/ENSG00000197471/ENSG00000166501/ENSG00000141736/ENSG00000073861/ENSG00000100219/ENSG00000237541/ENSG00000100097/ENSG00000081181/ENSG00000127951/ENSG00000196189/ENSG00000172936/ENSG00000100225/ENSG00000196684/ENSG00000068024/ENSG00000117280/ENSG00000163599/ENSG00000182866/ENSG00000112576/ENSG00000133247/ENSG00000103490/ENSG00000125657/ENSG00000106003/ENSG00000107738/ENSG00000103522/ENSG00000198502/ENSG00000168918/ENSG00000108840/ENSG00000167286/ENSG00000196352/ENSG00000136802/ENSG00000185811/ENSG00000122224/ENSG00000100263/ENSG00000117450/ENSG00000107485/ENSG00000133789/ENSG00000126226/ENSG00000113263/ENSG00000131981/ENSG00000089289/ENSG00000113811/ENSG00000112195/ENSG00000132589/ENSG00000180900/ENSG00000163154/ENSG00000007312/ENSG00000077420/ENSG00000168036/ENSG00000204632/ENSG00000134250/ENSG00000096996/ENSG00000131507/ENSG00000198805
GO:0030488	tRNA methylation	40	-0.666924013613525	-2.07700229062159	1.99773439424348e-05	0.00442647998404499	0.00406013229651116	2728	tags=45%, list=21%, signal=36%	ENSG00000037474/ENSG00000059588/ENSG00000134077/ENSG00000188917/ENSG00000107614/ENSG00000171103/ENSG00000136932/ENSG00000160193/ENSG00000165055/ENSG00000183665/ENSG00000166166/ENSG00000155275/ENSG00000137760/ENSG00000037897/ENSG00000123600/ENSG00000174173/ENSG00000104907/ENSG00000122435
GO:0006898	receptor-mediated endocytosis	131	0.521821301850682	1.85263137849521	1.97528229271226e-05	0.00442647998404499	0.00406013229651116	2293	tags=32%, list=18%, signal=27%	ENSG00000169896/ENSG00000104972/ENSG00000077044/ENSG00000160255/ENSG00000150093/ENSG00000144476/ENSG00000197081/ENSG00000100599/ENSG00000112305/ENSG00000130164/ENSG00000115234/ENSG00000073921/ENSG00000133961/ENSG00000107331/ENSG00000169252/ENSG00000138760/ENSG00000189195/ENSG00000135404/ENSG00000180900/ENSG00000120885/ENSG00000162341/ENSG00000137486/ENSG00000161203/ENSG00000157107/ENSG00000047579/ENSG00000028528/ENSG00000076513/ENSG00000182718/ENSG00000197959/ENSG00000042753/ENSG00000137312/ENSG00000100077/ENSG00000205726/ENSG00000159314/ENSG00000106327/ENSG00000198720/ENSG00000183020/ENSG00000213983/ENSG00000148358/ENSG00000138756/ENSG00000115020/ENSG00000143761
GO:0042267	natural killer cell mediated cytotoxicity	56	0.650460624946373	2.03630228860198	2.87392403362045e-05	0.0057314323011808	0.00525708316205387	313	tags=16%, list=2%, signal=16%	ENSG00000203747/ENSG00000167633/ENSG00000104972/ENSG00000182985/ENSG00000105374/ENSG00000135077/ENSG00000189430/ENSG00000134539/ENSG00000204520
GO:0002695	negative regulation of leukocyte activation	116	0.540967708879603	1.89959846198018	2.65438275758406e-05	0.0057314323011808	0.00525708316205387	1366	tags=28%, list=11%, signal=26%	ENSG00000167851/ENSG00000104972/ENSG00000114013/ENSG00000000938/ENSG00000181847/ENSG00000254087/ENSG00000135046/ENSG00000171867/ENSG00000111913/ENSG00000020633/ENSG00000135077/ENSG00000011600/ENSG00000204520/ENSG00000197471/ENSG00000064201/ENSG00000141736/ENSG00000073861/ENSG00000130164/ENSG00000081181/ENSG00000127951/ENSG00000100225/ENSG00000186716/ENSG00000163599/ENSG00000107738/ENSG00000168918/ENSG00000100263/ENSG00000131981/ENSG00000180900/ENSG00000163154/ENSG00000025434/ENSG00000204632/ENSG00000132718/ENSG00000131507
GO:0090501	RNA phosphodiester bond hydrolysis	129	-0.476893137069058	-1.8094774129646	2.79197401424644e-05	0.0057314323011808	0.00525708316205387	2489	tags=35%, list=19%, signal=28%	ENSG00000141101/ENSG00000006744/ENSG00000165733/ENSG00000241370/ENSG00000167721/ENSG00000114503/ENSG00000126070/ENSG00000113360/ENSG00000111605/ENSG00000147679/ENSG00000196943/ENSG00000151014/ENSG00000138231/ENSG00000071894/ENSG00000111596/ENSG00000026297/ENSG00000077348/ENSG00000172183/ENSG00000102921/ENSG00000070366/ENSG00000183751/ENSG00000261236/ENSG00000178607/ENSG00000167272/ENSG00000100697/ENSG00000076043/ENSG00000087269/ENSG00000075914/ENSG00000100890/ENSG00000145912/ENSG00000152464/ENSG00000120158/ENSG00000138035/ENSG00000129347/ENSG00000135828/ENSG00000171865/ENSG00000179041/ENSG00000177613/ENSG00000013523/ENSG00000174840/ENSG00000100823/ENSG00000102053/ENSG00000120800/ENSG00000123908/ENSG00000154743
GO:1901615	organic hydroxy compound metabolic process	290	0.428481957772904	1.67270593070191	2.91001301538007e-05	0.0057314323011808	0.00525708316205387	2069	tags=27%, list=16%, signal=23%	ENSG00000196139/ENSG00000169896/ENSG00000122223/ENSG00000116171/ENSG00000167508/ENSG00000121039/ENSG00000085662/ENSG00000119655/ENSG00000160255/ENSG00000100612/ENSG00000007350/ENSG00000151552/ENSG00000177628/ENSG00000137714/ENSG00000138413/ENSG00000093010/ENSG00000110921/ENSG00000079459/ENSG00000112033/ENSG00000160285/ENSG00000130164/ENSG00000186480/ENSG00000072310/ENSG00000175066/ENSG00000177076/ENSG00000115840/ENSG00000104324/ENSG00000198911/ENSG00000115234/ENSG00000115956/ENSG00000109756/ENSG00000021762/ENSG00000106617/ENSG00000169554/ENSG00000165782/ENSG00000113161/ENSG00000107331/ENSG00000116133/ENSG00000112972/ENSG00000104549/ENSG00000176170/ENSG00000141458/ENSG00000006007/ENSG00000107485/ENSG00000133935/ENSG00000131069/ENSG00000186104/ENSG00000132570/ENSG00000197894/ENSG00000104763/ENSG00000160752/ENSG00000186350/ENSG00000070610/ENSG00000138744/ENSG00000040933/ENSG00000110048/ENSG00000125629/ENSG00000132196/ENSG00000116678/ENSG00000115425/ENSG00000063854/ENSG00000001630/ENSG00000100605/ENSG00000054277/ENSG00000120053/ENSG00000147155/ENSG00000132376/ENSG00000111716/ENSG00000145214/ENSG00000242110/ENSG00000063176/ENSG00000213398/ENSG00000154930/ENSG00000111537/ENSG00000147383/ENSG00000172893/ENSG00000053371/ENSG00000127838
GO:0006812	cation transport	516	0.373628696175602	1.529266837688	2.77138543368193e-05	0.0057314323011808	0.00525708316205387	2354	tags=28%, list=18%, signal=24%	ENSG00000104972/ENSG00000177685/ENSG00000113721/ENSG00000151729/ENSG00000254087/ENSG00000167323/ENSG00000136717/ENSG00000171867/ENSG00000185989/ENSG00000160746/ENSG00000150093/ENSG00000181104/ENSG00000090674/ENSG00000073150/ENSG00000030110/ENSG00000040487/ENSG00000175938/ENSG00000089041/ENSG00000103254/ENSG00000156026/ENSG00000166501/ENSG00000189043/ENSG00000203896/ENSG00000197043/ENSG00000196187/ENSG00000113504/ENSG00000140939/ENSG00000181804/ENSG00000100300/ENSG00000109062/ENSG00000131504/ENSG00000159720/ENSG00000196924/ENSG00000102316/ENSG00000115944/ENSG00000182866/ENSG00000075415/ENSG00000175564/ENSG00000144136/ENSG00000175567/ENSG00000181035/ENSG00000173221/ENSG00000171130/ENSG00000167700/ENSG00000124942/ENSG00000110911/ENSG00000107745/ENSG00000115902/ENSG00000187688/ENSG00000162972/ENSG00000110218/ENSG00000104361/ENSG00000047249/ENSG00000088992/ENSG00000169252/ENSG00000205542/ENSG00000058668/ENSG00000131100/ENSG00000110955/ENSG00000135124/ENSG00000013016/ENSG00000169992/ENSG00000108961/ENSG00000069849/ENSG00000130821/ENSG00000109572/ENSG00000213199/ENSG00000120049/ENSG00000131174/ENSG00000131981/ENSG00000185760/ENSG00000276045/ENSG00000125648/ENSG00000066230/ENSG00000113811/ENSG00000135404/ENSG00000171365/ENSG00000151067/ENSG00000145246/ENSG00000168036/ENSG00000162341/ENSG00000132718/ENSG00000113319/ENSG00000131507/ENSG00000075142/ENSG00000119411/ENSG00000107819/ENSG00000132824/ENSG00000167614/ENSG00000116032/ENSG00000104154/ENSG00000047579/ENSG00000100991/ENSG00000204681/ENSG00000148842/ENSG00000277632/ENSG00000114573/ENSG00000017797/ENSG00000014216/ENSG00000144659/ENSG00000138172/ENSG00000198668/ENSG00000113448/ENSG00000182718/ENSG00000126803/ENSG00000110442/ENSG00000132376/ENSG00000197386/ENSG00000131269/ENSG00000137216/ENSG00000134294/ENSG00000069966/ENSG00000063176/ENSG00000129353/ENSG00000173163/ENSG00000173660/ENSG00000133065/ENSG00000150403/ENSG00000152128/ENSG00000126267/ENSG00000178741/ENSG00000106327/ENSG00000155097/ENSG00000111537/ENSG00000124134/ENSG00000069424/ENSG00000175220/ENSG00000275302/ENSG00000168710/ENSG00000170049/ENSG00000198886/ENSG00000187446/ENSG00000060237/ENSG00000198727/ENSG00000112992/ENSG00000136868/ENSG00000050438/ENSG00000141424/ENSG00000146828/ENSG00000198938/ENSG00000183172/ENSG00000143183/ENSG00000143630
GO:0002228	natural killer cell mediated immunity	57	0.639653573809261	2.00820828157395	3.8095748150455e-05	0.00721689789806327	0.00661960753062616	313	tags=16%, list=2%, signal=15%	ENSG00000203747/ENSG00000167633/ENSG00000104972/ENSG00000182985/ENSG00000105374/ENSG00000135077/ENSG00000189430/ENSG00000134539/ENSG00000204520
GO:0000470	maturation of LSU-rRNA	28	-0.70936136879324	-2.00322494454613	3.87189282118141e-05	0.00721689789806327	0.00661960753062616	1793	tags=46%, list=14%, signal=40%	ENSG00000197498/ENSG00000088205/ENSG00000261236/ENSG00000107937/ENSG00000155438/ENSG00000138442/ENSG00000108592/ENSG00000100029/ENSG00000171490/ENSG00000117174/ENSG00000142207/ENSG00000145912/ENSG00000067533
GO:0050865	regulation of cell activation	389	0.397280582293728	1.59846181602914	3.90850839565652e-05	0.00721689789806327	0.00661960753062616	1389	tags=18%, list=11%, signal=16%	ENSG00000203747/ENSG00000169896/ENSG00000167851/ENSG00000104972/ENSG00000143842/ENSG00000113721/ENSG00000114013/ENSG00000198846/ENSG00000000938/ENSG00000130775/ENSG00000181847/ENSG00000254087/ENSG00000135046/ENSG00000136854/ENSG00000171867/ENSG00000167775/ENSG00000160255/ENSG00000111913/ENSG00000020633/ENSG00000135077/ENSG00000057657/ENSG00000113249/ENSG00000011600/ENSG00000204520/ENSG00000197471/ENSG00000064201/ENSG00000141736/ENSG00000073861/ENSG00000100219/ENSG00000237541/ENSG00000130164/ENSG00000100097/ENSG00000081181/ENSG00000127951/ENSG00000172936/ENSG00000100225/ENSG00000035720/ENSG00000186716/ENSG00000150637/ENSG00000163599/ENSG00000182866/ENSG00000133247/ENSG00000103490/ENSG00000125657/ENSG00000107738/ENSG00000077585/ENSG00000198502/ENSG00000115956/ENSG00000168918/ENSG00000074966/ENSG00000132205/ENSG00000196352/ENSG00000176170/ENSG00000100263/ENSG00000107485/ENSG00000126226/ENSG00000131981/ENSG00000113811/ENSG00000132589/ENSG00000180900/ENSG00000163154/ENSG00000025434/ENSG00000168036/ENSG00000204632/ENSG00000132718/ENSG00000096996/ENSG00000131507/ENSG00000198805/ENSG00000117676
GO:0009617	response to bacterium	286	0.418096548685863	1.62856743278852	4.71795310743019e-05	0.00853371803901097	0.00782744400616183	1642	tags=22%, list=13%, signal=19%	ENSG00000115523/ENSG00000168329/ENSG00000104972/ENSG00000145287/ENSG00000114013/ENSG00000000938/ENSG00000171522/ENSG00000254087/ENSG00000189067/ENSG00000162909/ENSG00000112062/ENSG00000181104/ENSG00000135077/ENSG00000176171/ENSG00000169239/ENSG00000068903/ENSG00000164120/ENSG00000089041/ENSG00000204520/ENSG00000197471/ENSG00000034152/ENSG00000100219/ENSG00000112033/ENSG00000137752/ENSG00000112773/ENSG00000145649/ENSG00000081181/ENSG00000100300/ENSG00000172936/ENSG00000035720/ENSG00000186716/ENSG00000117280/ENSG00000141655/ENSG00000103490/ENSG00000132205/ENSG00000189233/ENSG00000110324/ENSG00000169413/ENSG00000159674/ENSG00000100836/ENSG00000129038/ENSG00000196352/ENSG00000123240/ENSG00000164342/ENSG00000273802/ENSG00000187838/ENSG00000128016/ENSG00000108262/ENSG00000197894/ENSG00000237693/ENSG00000025434/ENSG00000134250/ENSG00000132718/ENSG00000128604/ENSG00000162645/ENSG00000101639/ENSG00000168615/ENSG00000163932/ENSG00000112851/ENSG00000277632/ENSG00000197903/ENSG00000125384
GO:0050867	positive regulation of cell activation	244	0.425750971081481	1.6319405633803	5.04660360169123e-05	0.00877020543564497	0.00804435905384135	792	tags=13%, list=6%, signal=13%	ENSG00000203747/ENSG00000169896/ENSG00000104972/ENSG00000143842/ENSG00000113721/ENSG00000114013/ENSG00000198846/ENSG00000000938/ENSG00000254087/ENSG00000135046/ENSG00000136854/ENSG00000167775/ENSG00000160255/ENSG00000020633/ENSG00000135077/ENSG00000113249/ENSG00000011600/ENSG00000073861/ENSG00000100219/ENSG00000237541/ENSG00000100097/ENSG00000172936/ENSG00000035720/ENSG00000150637/ENSG00000182866/ENSG00000133247/ENSG00000103490/ENSG00000125657/ENSG00000107738/ENSG00000198502/ENSG00000115956/ENSG00000168918
GO:0010942	positive regulation of cell death	377	0.396711775368823	1.58995565446118	4.99124546906951e-05	0.00877020543564497	0.00804435905384135	2130	tags=24%, list=17%, signal=21%	ENSG00000196139/ENSG00000169896/ENSG00000104972/ENSG00000180644/ENSG00000113721/ENSG00000254087/ENSG00000135046/ENSG00000148411/ENSG00000136717/ENSG00000171867/ENSG00000162909/ENSG00000007047/ENSG00000143878/ENSG00000160255/ENSG00000150093/ENSG00000197081/ENSG00000176171/ENSG00000127952/ENSG00000068903/ENSG00000030110/ENSG00000164120/ENSG00000011600/ENSG00000089041/ENSG00000006432/ENSG00000177595/ENSG00000101265/ENSG00000150457/ENSG00000100097/ENSG00000145649/ENSG00000100300/ENSG00000109062/ENSG00000177076/ENSG00000151748/ENSG00000198925/ENSG00000163599/ENSG00000182866/ENSG00000119383/ENSG00000103490/ENSG00000091409/ENSG00000175567/ENSG00000137409/ENSG00000073921/ENSG00000109756/ENSG00000167657/ENSG00000134452/ENSG00000168918/ENSG00000132205/ENSG00000120889/ENSG00000170315/ENSG00000185825/ENSG00000094631/ENSG00000163161/ENSG00000164342/ENSG00000082701/ENSG00000135250/ENSG00000180900/ENSG00000120885/ENSG00000168209/ENSG00000168036/ENSG00000204632/ENSG00000134250/ENSG00000128604/ENSG00000132824/ENSG00000197548/ENSG00000163932/ENSG00000277632/ENSG00000106144/ENSG00000169372/ENSG00000174307/ENSG00000138172/ENSG00000181652/ENSG00000109670/ENSG00000140854/ENSG00000130758/ENSG00000197386/ENSG00000105568/ENSG00000028137/ENSG00000063176/ENSG00000148180/ENSG00000071243/ENSG00000143514/ENSG00000183765/ENSG00000104964/ENSG00000143799/ENSG00000111537/ENSG00000102606/ENSG00000155111/ENSG00000172531/ENSG00000126581/ENSG00000139289/ENSG00000086062
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	65	-0.563072825680761	-1.93207167256512	5.36825285707072e-05	0.00914977405234958	0.00839251352533546	2489	tags=46%, list=19%, signal=37%	ENSG00000141101/ENSG00000006744/ENSG00000165733/ENSG00000241370/ENSG00000167721/ENSG00000126070/ENSG00000113360/ENSG00000147679/ENSG00000196943/ENSG00000138231/ENSG00000026297/ENSG00000070366/ENSG00000183751/ENSG00000261236/ENSG00000178607/ENSG00000167272/ENSG00000100697/ENSG00000087269/ENSG00000100890/ENSG00000152464/ENSG00000120158/ENSG00000129347/ENSG00000135828/ENSG00000171865/ENSG00000179041/ENSG00000100823/ENSG00000102053/ENSG00000120800/ENSG00000123908/ENSG00000154743
GO:0051056	regulation of small GTPase mediated signal transduction	200	0.455847313542835	1.70822605900343	5.53721048852861e-05	0.00925967859619416	0.00849332206611846	2164	tags=28%, list=17%, signal=24%	ENSG00000205336/ENSG00000113721/ENSG00000038382/ENSG00000132359/ENSG00000182162/ENSG00000126822/ENSG00000071205/ENSG00000185989/ENSG00000144711/ENSG00000150093/ENSG00000181104/ENSG00000266028/ENSG00000111913/ENSG00000110514/ENSG00000159842/ENSG00000108669/ENSG00000050327/ENSG00000105767/ENSG00000186716/ENSG00000197622/ENSG00000075884/ENSG00000117155/ENSG00000104880/ENSG00000107104/ENSG00000100359/ENSG00000132155/ENSG00000116574/ENSG00000133789/ENSG00000198837/ENSG00000131089/ENSG00000198915/ENSG00000163219/ENSG00000134250/ENSG00000113319/ENSG00000066933/ENSG00000137486/ENSG00000166974/ENSG00000139679/ENSG00000196914/ENSG00000140750/ENSG00000112851/ENSG00000107099/ENSG00000017797/ENSG00000145819/ENSG00000100055/ENSG00000137312/ENSG00000205726/ENSG00000159314/ENSG00000107554/ENSG00000174485/ENSG00000135898/ENSG00000165322/ENSG00000124126/ENSG00000197256/ENSG00000175220/ENSG00000237441
GO:0055074	calcium ion homeostasis	207	0.448226789180802	1.68295087877023	6.10478027880658e-05	0.0100197532613079	0.00919049085637879	1741	tags=23%, list=14%, signal=20%	ENSG00000168329/ENSG00000171522/ENSG00000254087/ENSG00000182162/ENSG00000167323/ENSG00000171867/ENSG00000185989/ENSG00000181104/ENSG00000144476/ENSG00000125910/ENSG00000090674/ENSG00000176171/ENSG00000170989/ENSG00000030110/ENSG00000089041/ENSG00000156026/ENSG00000166501/ENSG00000203896/ENSG00000197043/ENSG00000131943/ENSG00000140939/ENSG00000169442/ENSG00000163421/ENSG00000131504/ENSG00000125247/ENSG00000182866/ENSG00000051108/ENSG00000107745/ENSG00000187688/ENSG00000162972/ENSG00000196352/ENSG00000185825/ENSG00000058668/ENSG00000135124/ENSG00000133789/ENSG00000125648/ENSG00000113811/ENSG00000151067/ENSG00000162341/ENSG00000075142/ENSG00000060558/ENSG00000139679/ENSG00000277632/ENSG00000125384/ENSG00000183625/ENSG00000198668/ENSG00000113448
GO:0006694	steroid biosynthetic process	94	0.549143172437806	1.87821883605946	6.26991522862162e-05	0.010103683394777	0.00926747470060188	2199	tags=37%, list=17%, signal=31%	ENSG00000196139/ENSG00000116171/ENSG00000167508/ENSG00000085662/ENSG00000137714/ENSG00000140691/ENSG00000110921/ENSG00000079459/ENSG00000160285/ENSG00000186480/ENSG00000072310/ENSG00000100300/ENSG00000106617/ENSG00000113161/ENSG00000116133/ENSG00000112972/ENSG00000104549/ENSG00000133935/ENSG00000186104/ENSG00000104763/ENSG00000160752/ENSG00000198189/ENSG00000110048/ENSG00000125629/ENSG00000132196/ENSG00000001630/ENSG00000147155/ENSG00000145214/ENSG00000242110/ENSG00000111537/ENSG00000147383/ENSG00000172893/ENSG00000143815/ENSG00000137133/ENSG00000049239
GO:0098542	defense response to other organism	593	0.361318018685517	1.49729955080182	6.40197190036259e-05	0.0101322637415917	0.0092936896591166	1354	tags=15%, list=11%, signal=14%	ENSG00000203747/ENSG00000115523/ENSG00000168329/ENSG00000167633/ENSG00000169896/ENSG00000104972/ENSG00000145287/ENSG00000180644/ENSG00000122223/ENSG00000182985/ENSG00000000938/ENSG00000184584/ENSG00000143537/ENSG00000254087/ENSG00000135046/ENSG00000211695/ENSG00000136854/ENSG00000135114/ENSG00000105374/ENSG00000135077/ENSG00000176171/ENSG00000068903/ENSG00000170310/ENSG00000102034/ENSG00000189430/ENSG00000172780/ENSG00000134539/ENSG00000154760/ENSG00000057657/ENSG00000011600/ENSG00000089041/ENSG00000140691/ENSG00000204520/ENSG00000225697/ENSG00000197471/ENSG00000064201/ENSG00000196821/ENSG00000137752/ENSG00000185885/ENSG00000121390/ENSG00000198736/ENSG00000159840/ENSG00000081181/ENSG00000127951/ENSG00000172936/ENSG00000197381/ENSG00000150637/ENSG00000204618/ENSG00000182866/ENSG00000211699/ENSG00000103490/ENSG00000116977/ENSG00000151502/ENSG00000185436/ENSG00000167657/ENSG00000188818/ENSG00000074966/ENSG00000132205/ENSG00000185201/ENSG00000169413/ENSG00000159674/ENSG00000196352/ENSG00000196083/ENSG00000070010/ENSG00000177663/ENSG00000119401/ENSG00000123240/ENSG00000122224/ENSG00000117450/ENSG00000116701/ENSG00000164342/ENSG00000107485/ENSG00000157954/ENSG00000273802/ENSG00000131981/ENSG00000113811/ENSG00000135250/ENSG00000163154/ENSG00000237693/ENSG00000025434/ENSG00000120885/ENSG00000168209/ENSG00000204632/ENSG00000134250/ENSG00000132718/ENSG00000128604/ENSG00000096996
GO:0030101	natural killer cell activation	58	0.625430641144728	1.96888832770866	6.57768579336201e-05	0.0102277244186961	0.00938124974739332	313	tags=19%, list=2%, signal=19%	ENSG00000203747/ENSG00000198846/ENSG00000122223/ENSG00000000938/ENSG00000105374/ENSG00000135077/ENSG00000102034/ENSG00000189430/ENSG00000057657/ENSG00000011600/ENSG00000204520
GO:0003006	developmental process involved in reproduction	470	0.376533017597929	1.53631082204372	6.73695880212575e-05	0.0102947699764208	0.00944274642991237	1368	tags=15%, list=11%, signal=14%	ENSG00000196139/ENSG00000173930/ENSG00000154734/ENSG00000205336/ENSG00000113721/ENSG00000101224/ENSG00000182985/ENSG00000143537/ENSG00000184792/ENSG00000135046/ENSG00000136854/ENSG00000121039/ENSG00000008226/ENSG00000112062/ENSG00000101079/ENSG00000197081/ENSG00000164292/ENSG00000160284/ENSG00000068903/ENSG00000112130/ENSG00000133962/ENSG00000057657/ENSG00000030110/ENSG00000178093/ENSG00000115339/ENSG00000138413/ENSG00000072803/ENSG00000225697/ENSG00000197746/ENSG00000182134/ENSG00000112033/ENSG00000185920/ENSG00000163421/ENSG00000136720/ENSG00000146707/ENSG00000142920/ENSG00000131018/ENSG00000100241/ENSG00000070759/ENSG00000106003/ENSG00000147202/ENSG00000105993/ENSG00000158796/ENSG00000136709/ENSG00000172270/ENSG00000013619/ENSG00000102125/ENSG00000170315/ENSG00000122557/ENSG00000116133/ENSG00000110218/ENSG00000132749/ENSG00000121481/ENSG00000185825/ENSG00000136802/ENSG00000058668/ENSG00000041982/ENSG00000164342/ENSG00000107485/ENSG00000147400/ENSG00000119669/ENSG00000145088/ENSG00000160401/ENSG00000166224/ENSG00000164611/ENSG00000168036/ENSG00000134250/ENSG00000163923/ENSG00000188315/ENSG00000111087
GO:0042063	gliogenesis	149	0.480670458292921	1.72857015290012	7.25378596002175e-05	0.0108692095764042	0.00996964382483885	1304	tags=20%, list=10%, signal=18%	ENSG00000168329/ENSG00000143842/ENSG00000205336/ENSG00000134198/ENSG00000254087/ENSG00000135046/ENSG00000136717/ENSG00000174004/ENSG00000266028/ENSG00000176171/ENSG00000068903/ENSG00000177628/ENSG00000162576/ENSG00000116478/ENSG00000141736/ENSG00000143418/ENSG00000130164/ENSG00000100300/ENSG00000035720/ENSG00000152784/ENSG00000158864/ENSG00000022840/ENSG00000107331/ENSG00000027075/ENSG00000105221/ENSG00000135124/ENSG00000180900/ENSG00000124920/ENSG00000120885/ENSG00000168036
GO:0045087	innate immune response	469	0.367936145521792	1.50166428825654	7.35814706740664e-05	0.0108692095764042	0.00996964382483885	1354	tags=15%, list=11%, signal=14%	ENSG00000203747/ENSG00000168329/ENSG00000167633/ENSG00000169896/ENSG00000104972/ENSG00000122223/ENSG00000182985/ENSG00000000938/ENSG00000184584/ENSG00000143537/ENSG00000254087/ENSG00000135046/ENSG00000211695/ENSG00000136854/ENSG00000135114/ENSG00000105374/ENSG00000135077/ENSG00000068903/ENSG00000170310/ENSG00000102034/ENSG00000189430/ENSG00000172780/ENSG00000134539/ENSG00000057657/ENSG00000011600/ENSG00000204520/ENSG00000225697/ENSG00000196821/ENSG00000137752/ENSG00000185885/ENSG00000121390/ENSG00000198736/ENSG00000159840/ENSG00000081181/ENSG00000172936/ENSG00000197381/ENSG00000150637/ENSG00000204618/ENSG00000182866/ENSG00000211699/ENSG00000103490/ENSG00000151502/ENSG00000185436/ENSG00000167657/ENSG00000188818/ENSG00000074966/ENSG00000185201/ENSG00000169413/ENSG00000159674/ENSG00000196352/ENSG00000196083/ENSG00000177663/ENSG00000119401/ENSG00000123240/ENSG00000122224/ENSG00000117450/ENSG00000116701/ENSG00000164342/ENSG00000107485/ENSG00000273802/ENSG00000131981/ENSG00000135250/ENSG00000163154/ENSG00000237693/ENSG00000025434/ENSG00000120885/ENSG00000204632/ENSG00000128604/ENSG00000096996
GO:0042246	tissue regeneration	34	0.72131894397379	2.06306417420385	7.5551917450519e-05	0.0109571835336367	0.0100503368148216	794	tags=32%, list=6%, signal=30%	ENSG00000171476/ENSG00000143537/ENSG00000135046/ENSG00000171840/ENSG00000147439/ENSG00000127947/ENSG00000112033/ENSG00000133067/ENSG00000104324/ENSG00000116128/ENSG00000074966
GO:0098662	inorganic cation transmembrane transport	349	0.396666741251478	1.58278642526546	7.66495970986656e-05	0.0109571835336367	0.0100503368148216	2847	tags=35%, list=22%, signal=28%	ENSG00000151729/ENSG00000254087/ENSG00000167323/ENSG00000136717/ENSG00000171867/ENSG00000185989/ENSG00000150093/ENSG00000181104/ENSG00000090674/ENSG00000175938/ENSG00000089041/ENSG00000103254/ENSG00000156026/ENSG00000189043/ENSG00000203896/ENSG00000197043/ENSG00000113504/ENSG00000140939/ENSG00000181804/ENSG00000109062/ENSG00000131504/ENSG00000159720/ENSG00000196924/ENSG00000115944/ENSG00000182866/ENSG00000075415/ENSG00000175564/ENSG00000144136/ENSG00000175567/ENSG00000173221/ENSG00000171130/ENSG00000167700/ENSG00000124942/ENSG00000110911/ENSG00000107745/ENSG00000187688/ENSG00000162972/ENSG00000110218/ENSG00000104361/ENSG00000047249/ENSG00000088992/ENSG00000205542/ENSG00000058668/ENSG00000131100/ENSG00000110955/ENSG00000135124/ENSG00000013016/ENSG00000108961/ENSG00000069849/ENSG00000130821/ENSG00000109572/ENSG00000213199/ENSG00000120049/ENSG00000131174/ENSG00000185760/ENSG00000276045/ENSG00000125648/ENSG00000066230/ENSG00000135404/ENSG00000171365/ENSG00000151067/ENSG00000162341/ENSG00000075142/ENSG00000167614/ENSG00000116032/ENSG00000104154/ENSG00000100991/ENSG00000148842/ENSG00000277632/ENSG00000114573/ENSG00000198668/ENSG00000113448/ENSG00000182718/ENSG00000126803/ENSG00000197386/ENSG00000131269/ENSG00000069966/ENSG00000063176/ENSG00000173163/ENSG00000173660/ENSG00000133065/ENSG00000150403/ENSG00000152128/ENSG00000126267/ENSG00000178741/ENSG00000155097/ENSG00000111537/ENSG00000124134/ENSG00000069424/ENSG00000170049/ENSG00000198886/ENSG00000187446/ENSG00000060237/ENSG00000198727/ENSG00000112992/ENSG00000136868/ENSG00000050438/ENSG00000141424/ENSG00000146828/ENSG00000198938/ENSG00000183172/ENSG00000143183/ENSG00000143630/ENSG00000162877/ENSG00000165915/ENSG00000177301/ENSG00000176340/ENSG00000241837/ENSG00000185482/ENSG00000007402/ENSG00000116288/ENSG00000172939/ENSG00000160211/ENSG00000166347/ENSG00000124181/ENSG00000014919/ENSG00000150756/ENSG00000170482/ENSG00000164038/ENSG00000001461/ENSG00000069869/ENSG00000087088/ENSG00000177272
